TC,Tai chinh,2014000207,Nguyen Van Son,Ke toan,09|03|1988,4800000
HC,Hau can,2014000208,Le Thi Tam,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000209,Pham Van Thang,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000210,Hoang Thi Thuy,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000211,Dang Van Toan,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000212,Tran Thi Uyen,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000213,Nguyen Van Vinh,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000214,Le Thi Xuan,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000215,Pham Van Anh,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000216,Hoang Thi Be,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000217,Dang Van Cuong,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000218,Tran Thi Diem,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000219,Nguyen Van Duc,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000220,Le Thi Ha,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000221,Pham Van Hiep,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000222,Hoang Thi Hong,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000223,Dang Van Khanh,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000224,Tran Thi Linh,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000225,Nguyen Van Minh,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000226,Le Thi Nga,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000227,Pham Van Phu,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000228,Hoang Thi Quy,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000229,Dang Van Son,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000230,Tran Thi Thang,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000231,Nguyen Van Thuy,Ke toan,09|03|1988,4800000
HC,Hau can,2014000232,Le Thi Toan,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000233,Pham Van Vinh,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000234,Hoang Thi Xuan,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000235,Dang Van Anh,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000236,Tran Thi Be,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000237,Nguyen Van Cuong,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000238,Le Thi Diem,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000239,Pham Van Duc,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000240,Hoang Thi Ha,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000241,Dang Van Hiep,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000242,Tran Tuan Dung,Nhan vien,09|09|2005,4805000
KD,Kinh doanh,2014000243,Nguyen Van Khanh,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000244,Le Thi Linh,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000245,Pham Van Minh,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000246,Hoang Thi Nga,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000247,Dang Van Phu,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000248,Tran Thi Quy,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000249,Nguyen Van Son,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000250,Le Thi Thang,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000251,Pham Van Thuy,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000252,Hoang Thi Toan,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000253,Dang Van Vinh,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000254,Tran Thi Xuan,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000255,Nguyen Van Anh,Ke toan,09|03|1988,4800000
HC,Hau can,2014000256,Le Thi Be,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000257,Pham Van Cuong,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000258,Hoang Thi Diem,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000259,Dang Van Duc,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000260,Tran Thi Ha,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000261,Nguyen Van Hiep,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000262,Le Thi Hong,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000263,Pham Van Khanh,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000264,Hoang Thi Linh,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000265,Dang Van Minh,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000266,Tran Thi Nga,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000267,Nguyen Van Phu,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000268,Le Thi Quy,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000269,Pham Van Son,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000270,Hoang Thi Thang,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000271,Dang Van Thuy,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000272,Tran Thi Toan,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000273,Nguyen Van Vinh,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000274,Le Thi Xuan,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000275,Pham Van Anh,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000276,Hoang Thi Be,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000277,Dang Van Cuong,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000278,Tran Thi Diem,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000279,Nguyen Van Duc,Ke toan,09|03|1988,4800000
HC,Hau can,2014000280,Le Thi Ha,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000281,Pham Van Hiep,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000282,Hoang Thi Hong,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000283,Dang Van Khanh,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000284,Tran Thi Linh,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000285,Nguyen Van Minh,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000286,Le Thi Nga,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000287,Pham Van Phu,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000288,Hoang Thi Quy,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000289,Dang Van Son,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000290,Tran Thi Thang,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000291,Nguyen Van Thuy,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000292,Le Thi Toan,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000293,Pham Van Vinh,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000294,Hoang Thi Xuan,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000295,Dang Van Anh,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000296,Tran Thi Be,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000297,Nguyen Van Cuong,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000298,Le Thi Diem,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000299,Pham Van Duc,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000300,Hoang Thi Ha,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000301,Dang Van Hiep,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000302,Tran Thi Hong,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000303,Nguyen Van Khanh,Ke toan,09|03|1988,4800000
HC,Hau can,2014000304,Le Thi Linh,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000305,Pham Van Minh,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000306,Hoang Thi Nga,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000307,Dang Van Phu,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000308,Tran Thi Quy,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000309,Nguyen Van Son,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000310,Le Thi Thang,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000311,Pham Van Thuy,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000312,Hoang Thi Toan,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000313,Dang Van Vinh,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000314,Tran Thi Xuan,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000315,Nguyen Van Anh,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000316,Le Thi Be,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000317,Pham Van Cuong,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000318,Hoang Thi Diem,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000319,Dang Van Duc,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000320,Tran Thi Ha,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000321,Nguyen Van Hiep,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000322,Le Thi Hong,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000323,Pham Van Khanh,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000324,Hoang Thi Linh,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000325,Dang Van Minh,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000326,Tran Thi Nga,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000327,Nguyen Van Phu,Ke toan,09|03|1988,4800000
HC,Hau can,2014000328,Le Thi Quy,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000329,Pham Van Son,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000330,Hoang Thi Thang,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000331,Dang Van Thuy,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000332,Tran Thi Toan,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000333,Nguyen Van Vinh,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000334,Le Thi Xuan,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000335,Pham Van Anh,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000336,Hoang Thi Be,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000337,Dang Van Cuong,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000338,Tran Thi Diem,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000339,Nguyen Van Duc,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000340,Le Thi Ha,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000341,Pham Van Hiep,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000342,Hoang Thi Hong,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000343,Dang Van Khanh,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000344,Tran Thi Linh,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000345,Nguyen Van Minh,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000346,Le Thi Nga,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000347,Pham Van Phu,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000348,Hoang Thi Quy,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000349,Dang Van Son,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000350,Tran Thi Thang,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000351,Nguyen Van Thuy,Ke toan,09|03|1988,4800000
HC,Hau can,2014000352,Le Thi Toan,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000353,Pham Van Vinh,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000354,Hoang Thi Xuan,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000355,Dang Van Anh,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000356,Tran Thi Be,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000357,Nguyen Van Cuong,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000358,Le Thi Diem,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000359,Pham Van Duc,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000360,Hoang Thi Ha,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000361,Dang Van Hiep,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000362,Tran Thi Hong,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000363,Nguyen Van Khanh,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000364,Le Thi Linh,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000365,Pham Van Minh,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000366,Hoang Thi Nga,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000367,Dang Van Phu,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000368,Tran Thi Quy,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000369,Nguyen Van Son,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000370,Le Thi Thang,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000371,Pham Van Thuy,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000372,Hoang Thi Toan,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000373,Dang Van Vinh,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000374,Tran Thi Xuan,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000375,Nguyen Van Anh,Ke toan,09|03|1988,4800000
HC,Hau can,2014000376,Le Thi Be,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000377,Pham Van Cuong,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000378,Hoang Thi Diem,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000379,Dang Van Duc,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000380,Tran Thi Ha,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000381,Nguyen Van Hiep,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000382,Le Thi Hong,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000383,Pham Van Khanh,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000384,Hoang Thi Linh,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000385,Dang Van Minh,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000386,Tran Thi Nga,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000387,Nguyen Van Phu,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000388,Le Thi Quy,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000389,Pham Van Son,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000390,Hoang Thi Thang,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000391,Dang Van Thuy,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000392,Tran Thi Toan,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000393,Nguyen Van Vinh,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000394,Le Thi Xuan,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000395,Pham Van Anh,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000396,Hoang Thi Be,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000397,Dang Van Cuong,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000398,Tran Thi Diem,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000399,Nguyen Van Duc,Ke toan,09|03|1988,4800000
HC,Hau can,2014000400,Le Thi Ha,Nhan vien,21|05|1983,3200000
TM,Tham muu,2014000401,Pham Van Hiep,Nhan vien,12|07|1990,3100000
NS,Nhan su,2014000402,Hoang Thi Hong,Nhan vien,04|09|1986,3300000
CT,Chinh tri,2014000403,Dang Van Khanh,Nhan vien,16|11|1981,4805000
KD,Kinh doanh,2014000404,Tran Thi Linh,Chuyen vien,28|01|1987,3400000
IT,Cong nghe thong tin,2014000405,Nguyen Van Minh,Lap trinh vien,09|03|1992,4500000
MK,Marketing,2014000406,Le Thi Nga,Chuyen vien,21|05|1985,3100000
CB,Can bo,2014000407,Pham Van Phu,Thu ky,12|07|1983,3050000
TC,Tai chinh,2014000408,Hoang Thi Quy,Ke toan,04|09|1989,4800000
NS,Nhan su,2014000409,Dang Van Son,Nhan vien,16|11|1984,3300000
CT,Chinh tri,2014000410,Tran Thi Thang,Nhan vien,28|01|1990,4805000
KD,Kinh doanh,2014000411,Nguyen Van Thuy,Quan ly du an,09|03|1985,3500000
IT,Cong nghe thong tin,2014000412,Le Thi Toan,Lap trinh vien,21|05|1981,4200000
HC,Hau can,2014000413,Pham Van Vinh,Nhan vien,12|07|1987,3200000
TM,Tham muu,2014000414,Hoang Thi Xuan,Nhan vien,04|09|1982,3100000
NS,Nhan su,2014000415,Dang Van Anh,Nhan vien,16|11|1990,3300000
CT,Chinh tri,2014000416,Tran Thi Be,Nhan vien,28|01|1986,4805000
CB,Can bo,2014000417,Nguyen Van Cuong,Thu ky,09|03|1983,3050000
TC,Tai chinh,2014000418,Le Thi Diem,Ke toan,21|05|1989,4800000
KD,Kinh doanh,2014000419,Pham Van Duc,Chuyen vien,12|07|1984,3400000
IT,Cong nghe thong tin,2014000420,Hoang Thi Ha,Lap trinh vien,04|09|1991,4500000
MK,Marketing,2014000421,Dang Van Hiep,Chuyen vien,16|11|1985,3100000
CB,Can bo,2014000422,Tran Thi Hong,Tro ly,28|01|1982,3400000
TC,Tai chinh,2014000423,Nguyen Van Khanh,Ke toan,09|03|1988,4800000
